Book,Line,Text
2,591,Οἳ δὲ Πύλον τ’ἐνέμοντο καὶ Ἀρήνην ἐρατεινὴν
2,592,καὶ Θρύον Ἀλφειοῖο πόρον καὶ ἐΰκτιτον Αἰπὺ
2,593,καὶ Κυπαρισσήεντα καὶ Ἀμφιγένειαν ἔναιον
2,594,"καὶ Πτελεὸν καὶ Ἕλος καὶ Δώριον, ἔνθά τε Μοῦσαι"
2,595,ἀντόμεναι Θάμυριν τὸν Θρήϊκα παῦσαν ἀοιδῆς
2,596,Οἰχαλίηθεν ἰόντα παρ’ Εὐρύτου Οἰχαλιῆος·
2,597,στεῦτο γὰρ εὐχόμενος νικησέμεν εἴ περ ἂν αὐταὶ
2,598,Μοῦσαι ἀείδοιεν κοῦραι Διὸς αἰγιόχοιο·
2,599,"αἳ δὲ χολωσάμεναι πηρὸν θέσαν, αὐτὰρ ἀοιδὴν"
2,600,θεσπεσίην ἀφέλοντο καὶ ἐκλέλαθον κιθαριστύν·
2,601,τῶν αὖθ’ ἡγεμόνευε Γερήνιος ἱππότα Νέστωρ·
2,602,τῷ δ’ἐνενήκοντα γλαφυραὶ νέες ἐστιχόωντο.
2,603,Οἳ δ’ἔχον Ἀρκαδίην ὑπὸ Κυλλήνης ὄρος αἰπὺ
2,604,"Αἰπύτιον παρὰ τύμβον ἵν’ ἀνέρες ἀγχιμαχηταί,"
2,605,οἳ Φενεόν τ’ἐνέμοντο καὶ Ὀρχομενὸν πολύμηλον
2,606,’Ρίπην τε Στρατίην τε καὶ ἠνεμόεσσαν Ἐνίσπην
2,607,καὶ Τεγέην εἶχον καὶ Μαντινέην ἐρατεινὴν
2,608,"Στύμφηλόν τ’εἶχον καὶ Παρρασίην ἐνέμοντο,"
2,609,τῶν ἦρχ’ Ἀγκαίοιο πάϊς κρείων Ἀγαπήνωρ
2,610,ἑξήκοντα νεῶν· πολέες δ’ἐν νηῒ ἑκάστῃ
2,611,Ἀρκάδες ἄνδρες ἔβαινον ἐπιστάμενοι πολεμίζειν.
2,612,Αὐτὸς γάρ σφιν δῶκεν ἄναξ ἀνδρῶν Ἀγαμέμνων
2,613,νῆας ἐϋσσέλμους περάαν ἐπὶ οἴνοπα πόντον
2,614,"Ἀτρεΐδης, ἐπεὶ οὔ σφι θαλάσσια ἔργα μεμήλει."
2,615,Οἳ δ’ἄρα Βουπράσιόν τε καὶ Ἤλιδα δῖαν ἔναιον
2,616,ὅσσον ἐφ’ Ὑρμίνη καὶ Μύρσινος ἐσχατόωσα
2,617,"πέτρη τ’Ὠλενίη καὶ Ἀλήσιον ἐντὸς ἐέργει,"
2,618,"τῶν αὖ τέσσαρες ἀρχοὶ ἔσαν, δέκα δ’ἀνδρὶ ἑκάστῳ"
2,619,"νῆες ἕποντο θοαί, πολέες δ’ἔμβαινον Ἐπειοί."
2,620,Τῶν μὲν ἄρ’ Ἀμφίμαχος καὶ Θάλπιος ἡγησάσθην
2,621,"υἷες ὃ μὲν Κτεάτου, ὃ δ’ἄρ’ Εὐρύτου, Ἀκτορίωνε·"
2,622,τῶν δ’Ἀμαρυγκεΐδης ἦρχε κρατερὸς Διώρης·
2,623,τῶν δὲ τετάρτων ἦρχε Πολύξεινος θεοειδὴς
2,624,υἱὸς Ἀγασθένεος Αὐγηϊάδαο ἄνακτος.
2,625,Οἳ δ’ἐκ Δουλιχίοιο Ἐχινάων θ’ἱεράων
2,626,"νήσων, αἳ ναίουσι πέρην ἁλὸς Ἤλιδος ἄντα,"
2,627,τῶν αὖθ’ ἡγεμόνευε Μέγης ἀτάλαντος Ἄρηϊ
2,628,"Φυλεΐδης, ὃν τίκτε Διῒ φίλος ἱππότα Φυλεύς,"
2,629,ὅς ποτε Δουλίχιον δ’ἀπενάσσατο πατρὶ χολωθείς·
2,630,τῷ δ’ἅμα τεσσαράκοντα μέλαιναι νῆες ἕποντο.
2,631,"Αὐτὰρ Ὀδυσσεὺς ἦγε Κεφαλλῆνας μεγαθύμους,"
2,632,οἵ ῥ’Ἰθάκην εἶχον καὶ Νήριτον εἰνοσίφυλλον
2,633,"καὶ Κροκύλει’ ἐνέμοντο καὶ Αἰγίλιπα τρηχεῖαν,"
2,634,"οἵ τε Ζάκυνθον ἔχον ἠδ’ οἳ Σάμον ἀμφενέμοντο,"
2,635,οἵ τ’ἤπειρον ἔχον ἠδ’ ἀντιπέραι’ ἐνέμοντο·
2,636,τῶν μὲν Ὀδυσσεὺς ἦρχε Διὶ μῆτιν ἀτάλαντος·
2,637,τῷ δ’ἅμα νῆες ἕποντο δυώδεκα μιλτοπάρῃοι.
2,638,"Αἰτωλῶν δ’ἡγεῖτο Θόας Ἀνδραίμονος υἱός,"
2,639,οἳ Πλευρῶν’ ἐνέμοντο καὶ Ὤλενον ἠδὲ Πυλήνην
2,640,Χαλκίδα τ’ἀγχίαλον Καλυδῶνά τε πετρήεσσαν·
2,641,"οὐ γὰρ ἔτ’ Οἰνῆος μεγαλήτορος υἱέες ἦσαν,"
2,642,"οὐδ’ ἄρ’ ἔτ’ αὐτὸς ἔην, θάνε δὲ ξανθὸς Μελέαγρος·"
2,643,τῷ δ’ἐπὶ πάντ’ ἐτέταλτο ἀνασσέμεν Αἰτωλοῖσι·
2,644,τῷ δ’ἅμα τεσσαράκοντα μέλαιναι νῆες ἕποντο.
2,645,"Κρητῶν δ’Ἰδομενεὺς δουρὶ κλυτὸς ἡγεμόνευεν,"
2,646,"οἳ Κνωσόν τ’εἶχον Γόρτυνά τε τειχιόεσσαν,"
2,647,Λύκτον Μίλητόν τε καὶ ἀργινόεντα Λύκαστον
2,648,"Φαιστόν τε ’Ρύτιόν τε, πόλεις εὖ ναιετοώσας,"
2,649,ἄλλοι θ’οἳ Κρήτην ἑκατόμπολιν ἀμφενέμοντο.
2,650,Τῶν μὲν ἄρ’ Ἰδομενεὺς δουρὶ κλυτὸς ἡγεμόνευε
2,651,Μηριόνης τ’ἀτάλαντος Ἐνυαλίῳ ἀνδρειφόντῃ·
2,652,τοῖσι δ’ἅμ’ ὀγδώκοντα μέλαιναι νῆες ἕποντο.
2,653,Τληπόλεμος δ’Ἡρακλεΐδης ἠΰς τε μέγας τε
2,654,"ἐκ ’Ρόδου ἐννέα νῆας ἄγεν ’Ροδίων ἀγερώχων,"
2,655,οἳ ’Ρόδον ἀμφενέμοντο διὰ τρίχα κοσμηθέντες
2,656,Λίνδον Ἰηλυσόν τε καὶ ἀργινόεντα Κάμειρον.
2,657,"Τῶν μὲν Τληπόλεμος δουρὶ κλυτὸς ἡγεμόνευεν,"
2,658,"ὃν τέκεν Ἀστυόχεια βίῃ Ἡρακληείῃ,"
2,659,τὴν ἄγετ’ ἐξ Ἐφύρης ποταμοῦ ἄπο Σελλήεντος
2,660,πέρσας ἄστεα πολλὰ διοτρεφέων αἰζηῶν.
2,661,"Τληπόλεμος δ’ἐπεὶ οὖν τράφ’ ἐνὶ μεγάρῳ εὐπήκτῳ,"
2,662,αὐτίκα πατρὸς ἑοῖο φίλον μήτρωα κατέκτα
2,663,ἤδη γηράσκοντα Λικύμνιον ὄζον Ἄρηος·
2,664,"αἶψα δὲ νῆας ἔπηξε, πολὺν δ’ὅ γε λαὸν ἀγείρας"
2,665,βῆ φεύγων ἐπὶ πόντον· ἀπείλησαν γάρ οἱ ἄλλοι
2,666,υἱέες υἱωνοί τε βίης Ἡρακληείης.
2,667,Αὐτὰρ ὅ γ’ἐς ’Ρόδον ἷξεν ἀλώμενος ἄλγεα πάσχων·
2,668,"τριχθὰ δὲ ᾤκηθεν καταφυλαδόν, ἠδὲ φίληθεν"
2,669,"ἐκ Διός, ὅς τε θεοῖσι καὶ ἀνθρώποισιν ἀνάσσει,"
2,670,καί σφιν θεσπέσιον πλοῦτον κατέχευε Κρονίων.
2,671,Νιρεὺς αὖ Σύμηθεν ἄγε τρεῖς νῆας ἐΐσας
2,672,Νιρεὺς Ἀγλαΐης υἱὸς Χαρόποιό τ’ἄνακτος
2,673,"Νιρεύς, ὃς κάλλιστος ἀνὴρ ὑπὸ Ἴλιον ἦλθε"
2,674,τῶν ἄλλων Δαναῶν μετ’ ἀμύμονα Πηλεΐωνα·
2,675,"ἀλλ’ ἀλαπαδνὸς ἔην, παῦρος δέ οἱ εἵπετο λαός."
2,676,Οἳ δ’ἄρα Νίσυρόν τ’εἶχον Κράπαθόν τε Κάσον τε
2,677,"καὶ Κῶν Εὐρυπύλοιο πόλιν νήσους τε Καλύδνας,"
2,678,τῶν αὖ Φείδιππός τε καὶ Ἄντιφος ἡγησάσθην
2,679,Θεσσαλοῦ υἷε δύω Ἡρακλεΐδαο ἄνακτος·
2,680,τοῖς δὲ τριήκοντα γλαφυραὶ νέες ἐστιχόωντο.
2,681,"Νῦν αὖ τοὺς ὅσσοι τὸ Πελασγικὸν Ἄργος ἔναιον,"
2,682,"οἵ τ’Ἄλον οἵ τ’Ἀλόπην οἵ τε Τρηχῖνα νέμοντο,"
2,683,"οἵ τ’εἶχον Φθίην ἠδ’ Ἑλλάδα καλλιγύναικα,"
2,684,"Μυρμιδόνες δὲ καλεῦντο καὶ Ἕλληνες καὶ Ἀχαιοί,"
2,685,τῶν αὖ πεντήκοντα νεῶν ἦν ἀρχὸς Ἀχιλλεύς.
2,686,Ἀλλ’ οἵ γ’οὐ πολέμοιο δυσηχέος ἐμνώοντο·
2,687,οὐ γὰρ ἔην ὅς τίς σφιν ἐπὶ στίχας ἡγήσαιτο·
2,688,κεῖτο γὰρ ἐν νήεσσι ποδάρκης δῖος Ἀχιλλεὺς
2,689,"κούρης χωόμενος Βρισηΐδος ἠϋκόμοιο,"
2,690,τὴν ἐκ Λυρνησσοῦ ἐξείλετο πολλὰ μογήσας
2,691,"Λυρνησσὸν διαπορθήσας καὶ τείχεα Θήβης,"
2,692,"κὰδ δὲ Μύνητ’ ἔβαλεν καὶ Ἐπίστροφον ἐγχεσιμώρους,"
2,693,υἱέας Εὐηνοῖο Σεληπιάδαο ἄνακτος·
2,694,"τῆς ὅ γε κεῖτ’ ἀχέων, τάχα δ’ἀνστήσεσθαι ἔμελλεν."
2,695,Οἳ δ’εἶχον Φυλάκην καὶ Πύρασον ἀνθεμόεντα
2,696,"Δήμητρος τέμενος, Ἴτωνά τε μητέρα μήλων,"
2,697,"ἀγχίαλόν τ’Ἀντρῶνα ἰδὲ Πτελεὸν λεχεποίην,"
2,698,τῶν αὖ Πρωτεσίλαος ἀρήϊος ἡγεμόνευε
2,699,ζωὸς ἐών· τότε δ’ἤδη ἔχεν κάτα γαῖα μέλαινα.
2,700,Τοῦ δὲ καὶ ἀμφιδρυφὴς ἄλοχος Φυλάκῃ ἐλέλειπτο
2,701,καὶ δόμος ἡμιτελής· τὸν δ’ἔκτανε Δάρδανος ἀνὴρ
2,702,νηὸς ἀποθρῴσκοντα πολὺ πρώτιστον Ἀχαιῶν.
2,703,"Οὐδὲ μὲν οὐδ’ οἳ ἄναρχοι ἔσαν, πόθεόν γε μὲν ἀρχόν·"
2,704,ἀλλά σφεας κόσμησε Ποδάρκης ὄζος Ἄρηος
2,705,Ἰφίκλου υἱὸς πολυμήλου Φυλακίδαο
2,706,αὐτοκασίγνητος μεγαθύμου Πρωτεσιλάου
2,707,ὁπλότερος γενεῇ· ὁ δ’ἅμα πρότερος καὶ ἀρείων
2,708,ἥρως Πρωτεσίλαος ἀρήϊος· οὐδέ τι λαοὶ
2,709,"δεύονθ’ ἡγεμόνος, πόθεόν γε μὲν ἐσθλὸν ἐόντα·"
2,710,τῷ δ’ἅμα τεσσαράκοντα μέλαιναι νῆες ἕποντο.
2,711,Οἳ δὲ Φερὰς ἐνέμοντο παραὶ Βοιβηΐδα λίμνην
2,712,"Βοίβην καὶ Γλαφύρας καὶ ἐϋκτιμένην Ἰαωλκόν,"
2,713,τῶν ἦρχ’ Ἀδμήτοιο φίλος πάϊς ἕνδεκα νηῶν
2,714,"Εὔμηλος, τὸν ὑπ’ Ἀδμήτῳ τέκε δῖα γυναικῶν"
2,715,Ἄλκηστις Πελίαο θυγατρῶν εἶδος ἀρίστη.
2,716,Οἳ δ’ἄρα Μηθώνην καὶ Θαυμακίην ἐνέμοντο
2,717,"καὶ Μελίβοιαν ἔχον καὶ Ὀλιζῶνα τρηχεῖαν,"
2,718,τῶν δὲ Φιλοκτήτης ἦρχεν τόξων ἐῢ εἰδὼς
2,719,ἑπτὰ νεῶν· ἐρέται δ’ἐν ἑκάστῃ πεντήκοντα
2,720,ἐμβέβασαν τόξων εὖ εἰδότες ἶφι μάχεσθαι.
2,721,Ἀλλ’ ὃ μὲν ἐν νήσῳ κεῖτο κρατέρ’ ἄλγεα πάσχων
2,722,"Λήμνῳ ἐν ἠγαθέῃ, ὅθι μιν λίπον υἷες Ἀχαιῶν"
2,723,ἕλκεϊ μοχθίζοντα κακῷ ὀλοόφρονος ὕδρου·
2,724,ἔνθ’ ὅ γε κεῖτ’ ἀχέων· τάχα δὲ μνήσεσθαι ἔμελλον
2,725,Ἀργεῖοι παρὰ νηυσὶ Φιλοκτήταο ἄνακτος.
2,726,"Οὐδὲ μὲν οὐδ’ οἳ ἄναρχοι ἔσαν, πόθεόν γε μὲν ἀρχόν·"
2,727,"ἀλλὰ Μέδων κόσμησεν Ὀϊλῆος νόθος υἱός,"
2,728,τόν ῥ’ἔτεκεν ’Ρήνη ὑπ’ Ὀϊλῆϊ πτολιπόρθῳ.
2,729,"Οἳ δ’εἶχον Τρίκκην καὶ Ἰθώμην κλωμακόεσσαν,"
2,730,"οἵ τ’ἔχον Οἰχαλίην πόλιν Εὐρύτου Οἰχαλιῆος,"
2,731,τῶν αὖθ’ ἡγείσθην Ἀσκληπιοῦ δύο παῖδε
2,732,ἰητῆρ’ ἀγαθὼ Ποδαλείριος ἠδὲ Μαχάων·
2,733,τοῖς δὲ τριήκοντα γλαφυραὶ νέες ἐστιχόωντο.
2,734,"Οἳ δ’ἔχον Ὀρμένιον, οἵ τε κρήνην Ὑπέρειαν,"
2,735,"οἵ τ’ἔχον Ἀστέριον Τιτάνοιό τε λευκὰ κάρηνα,"
2,736,τῶν ἦρχ’ Εὐρύπυλος Εὐαίμονος ἀγλαὸς υἱός·
2,737,τῷ δ’ἅμα τεσσαράκοντα μέλαιναι νῆες ἕποντο.
2,738,"Οἳ δ’Ἄργισσαν ἔχον καὶ Γυρτώνην ἐνέμοντο,"
2,739,"Ὄρθην Ἠλώνην τε πόλιν τ’Ὀλοοσσόνα λευκήν,"
2,740,τῶν αὖθ’ ἡγεμόνευε μενεπτόλεμος Πολυποίτης
2,741,υἱὸς Πειριθόοιο τὸν ἀθάνατος τέκετο Ζεύς·
2,742,τόν ῥ’ὑπὸ Πειριθόῳ τέκετο κλυτὸς Ἱπποδάμεια
2,743,"ἤματι τῷ ὅτε Φῆρας ἐτίσατο λαχνήεντας,"
2,744,τοὺς δ’ἐκ Πηλίου ὦσε καὶ Αἰθίκεσσι πέλασσεν·
2,745,"οὐκ οἶος, ἅμα τῷ γε Λεοντεὺς ὄζος Ἄρηος"
2,746,υἱὸς ὑπερθύμοιο Κορώνου Καινεΐδαο·
2,747,τοῖς δ’ἅμα τεσσαράκοντα μέλαιναι νῆες ἕποντο.
2,748,Γουνεὺς δ’ἐκ Κύφου ἦγε δύω καὶ εἴκοσι νῆας·
2,749,τῷ δ’Ἀινιῆνες ἕποντο μενεπτόλεμοί τε Περαιβοὶ
2,750,"οἳ περὶ Δωδώνην δυσχείμερον οἰκί’ ἔθεντο,"
2,751,οἵ τ’ἀμφ’ ἱμερτὸν Τιταρησσὸν ἔργα νέμοντο
2,752,"ὅς ῥ’ἐς Πηνειὸν προΐει καλλίρροον ὕδωρ,"
2,753,"οὐδ’ ὅ γε Πηνειῷ συμμίσγεται ἀργυροδίνῃ,"
2,754,ἀλλά τέ μιν καθύπερθεν ἐπιρρέει ἠΰτ’ ἔλαιον·
2,755,ὅρκου γὰρ δεινοῦ Στυγὸς ὕδατός ἐστιν ἀπορρώξ.
2,756,"Μαγνήτων δ’ἦρχε Πρόθοος Τενθρηδόνος υἱός,"
2,757,οἳ περὶ Πηνειὸν καὶ Πήλιον εἰνοσίφυλλον
2,758,"ναίεσκον· τῶν μὲν Πρόθοος θοὸς ἡγεμόνευε,"
2,759,τῷ δ’ἅμα τεσσαράκοντα μέλαιναι νῆες ἕποντο.
2,760,Οὗτοι ἄρ’ ἡγεμόνες Δαναῶν καὶ κοίρανοι ἦσαν·
2,761,τίς τὰρ τῶν ὄχ’ ἄριστος ἔην σύ μοι ἔννεπε Μοῦσα
2,762,"αὐτῶν ἠδ’ ἵππων, οἳ ἅμ’ Ἀτρεΐδῃσιν ἕποντο."
2,763,"Ἵπποι μὲν μέγ’ ἄρισται ἔσαν Φηρητιάδαο,"
2,764,τὰς Εὔμηλος ἔλαυνε ποδώκεας ὄρνιθας ὣς
2,765,ὄτριχας οἰέτεας σταφύληῥ ἐπὶ νῶτον ἐΐσας·
2,766,τὰς ἐν Πηρείῃ θρέψ’ ἀργυρότοξος Ἀπόλλων
2,767,"ἄμφω θηλείας, φόβον Ἄρηος φορεούσας."
2,768,Ἀνδρῶν αὖ μέγ’ ἄριστος ἔην Τελαμώνιος Αἴας
2,769,"ὄφρ’ Ἀχιλεὺς μήνιεν· ὃ γὰρ πολὺ φέρτατος ἦεν,"
2,770,ἵπποι θ’οἳ φορέεσκον ἀμύμονα Πηλεΐωνα.
2,771,Ἀλλ’ ὃ μὲν ἐν νήεσσι κορωνίσι ποντοπόροισι
2,772,κεῖτ’ ἀπομηνίσας Ἀγαμέμνονι ποιμένι λαῶν
2,773,Ἀτρεΐδῃ· λαοὶ δὲ παρὰ ῥηγμῖνι θαλάσσης
2,774,δίσκοισιν τέρποντο καὶ αἰγανέῃσιν ἱέντες
2,775,τόξοισίν θ’·ἵπποι δὲ παρ’ ἅρμασιν οἷσιν ἕκαστος
2,776,λωτὸν ἐρεπτόμενοι ἐλεόθρεπτόν τε σέλινον
2,777,ἕστασαν· ἅρματα δ’εὖ  πεπυκασμένα κεῖτο ἀνάκτων
2,778,ἐν κλισίῃς· οἳ δ’ἀρχὸν ἀρηΐφιλον ποθέοντες
2,779,φοίτων ἔνθα καὶ ἔνθα κατὰ στρατὸν οὐδὲ μάχοντο.
2,780,Οἳ δ’ἄρ’ ἴσαν ὡς εἴ τε πυρὶ χθὼν πᾶσα νέμοιτο·
2,781,γαῖα δ’ὑπεστενάχιζε Διὶ ὣς τερπικεραύνῳ
2,782,χωομένῳ ὅτε τ’ἀμφὶ Τυφωέϊ γαῖαν ἱμάσσῃ
2,783,"εἰν Ἀρίμοις, ὅθι φασὶ Τυφωέος ἔμμεναι εὐνάς·"
2,784,ὣς ἄρα τῶν ὑπὸ ποσσὶ μέγα στεναχίζετο γαῖα
2,785,ἐρχομένων· μάλα δ’ὦκα διέπρησσον πεδίοιο.
2,786,Τρωσὶν δ’ἄγγελος ἦλθε ποδήνεμος ὠκέα Ἶρις
2,787,πὰρ Διὸς αἰγιόχοιο σὺν ἀγγελίῃ ἀλεγεινῇ·
2,788,οἳ δ’ἀγορὰς ἀγόρευον ἐπὶ Πριάμοιο θύρῃσι
2,789,πάντες ὁμηγερέες ἠμὲν νέοι ἠδὲ γέροντες·
2,790,ἀγχοῦ δ’ἱσταμένη προσέφη πόδας ὠκέα Ἶρις·
2,791,"εἴσατο δὲ φθογγὴν υἷϊ Πριάμοιο Πολίτῃ,"
2,792,ὃς Τρώων σκοπὸς ἷζε ποδωκείῃσι πεποιθὼς
2,793,"τύμβῳ ἐπ’ ἀκροτάτῳ Αἰσυήταο γέροντος,"
2,794,δέγμενος ὁππότε ναῦφιν ἀφορμηθεῖεν Ἀχαιοί·
2,795,τῷ μιν ἐεισαμένη προσέφη πόδας ὠκέα Ἶρις·
2,796,"ὦ γέρον αἰεί τοι μῦθοι φίλοι ἄκριτοί εἰσιν,"
2,797,ὥς ποτ’ ἐπ’ εἰρήνης· πόλεμος δ’ἀλίαστος ὄρωρεν.
2,798,"Ἤδη μὲν μάλα πολλὰ μάχας εἰσήλυθον ἀνδρῶν,"
2,799,ἀλλ’ οὔ πω τοιόνδε τοσόνδέ τε λαὸν ὄπωπα·
2,800,λίην γὰρ φύλλοισιν ἐοικότες ἢ ψαμάθοισιν
2,801,ἔρχονται πεδίοιο μαχησόμενοι προτὶ ἄστυ.
2,802,"Ἕκτορ σοὶ δὲ μάλιστ’ ἐπιτέλλομαι, ὧδε δὲ ῥέξαι·"
2,803,"πολλοὶ γὰρ κατὰ ἄστυ μέγα Πριάμου ἐπίκουροι,"
2,804,ἄλλη δ’ἄλλων γλῶσσα πολυσπερέων ἀνθρώπων·
2,805,"τοῖσιν ἕκαστος ἀνὴρ σημαινέτω οἷσί περ ἄρχει,"
2,806,τῶν δ’ἐξηγείσθω κοσμησάμενος πολιήτας.
2,807,"Ὣς ἔφαθ’, Ἕκτωρ δ’οὔ τι θεᾶς ἔπος ἠγνοίησεν,"
2,808,αἶψα δ’ἔλυσ’ ἀγορήν· ἐπὶ τεύχεα δ’ἐσσεύοντο·
2,809,"πᾶσαι δ’ὠΐγνυντο πύλαι, ἐκ δ’ἔσσυτο λαὸς"
2,810,πεζοί θ’ἱππῆές τε· πολὺς δ’ὀρυμαγδὸς ὀρώρει.
2,811,Ἔστι δέ τις προπάροιθε πόληος αἰπεῖα κολώνη
2,812,"ἐν πεδίῳ ἀπάνευθε περίδρομος ἔνθα καὶ ἔνθα,"
2,813,"τὴν ἤτοι ἄνδρες Βατίειαν κικλήσκουσιν,"
2,814,ἀθάνατοι δέ τε σῆμα πολυσκάρθμοιο Μυρίνης·
2,815,ἔνθα τότε Τρῶές τε διέκριθεν ἠδ’ ἐπίκουροι.
2,816,Τρωσὶ μὲν ἡγεμόνευε μέγας κορυθαίολος Ἕκτωρ
2,817,Πριαμίδης· ἅμα τῷ γε πολὺ πλεῖστοι καὶ ἄριστοι
2,818,λαοὶ θωρήσσοντο μεμαότες ἐγχείῃσι.
2,819,Δαρδανίων αὖτ’ ἦρχεν ἐῢς πάϊς Ἀγχίσαο
2,820,"Αἰνείας, τὸν ὑπ’ Ἀγχίσῃ τέκε δῖ’ Ἀφροδίτη"
2,821,"Ἴδης ἐν κνημοῖσι θεὰ βροτῷ εὐνηθεῖσα,"
2,822,"οὐκ οἶος, ἅμα τῷ γε δύω Ἀντήνορος υἷε"
2,823,Ἀρχέλοχός τ’Ἀκάμας τε μάχης εὖ εἰδότε πάσης.
2,824,Οἳ δὲ Ζέλειαν ἔναιον ὑπαὶ πόδα νείατον Ἴδης
2,825,ἀφνειοὶ πίνοντες ὕδωρ μέλαν Αἰσήποιο
2,826,"Τρῶες, τῶν αὖτ’ ἦρχε Λυκάονος ἀγλαὸς υἱὸς"
2,827,"Πάνδαρος, ᾧ καὶ τόξον Ἀπόλλων αὐτὸς ἔδωκεν."
2,828,Οἳ δ’Ἀδρήστειάν τ’εἶχον καὶ δῆμον Ἀπαισοῦ
2,829,"καὶ Πιτύειαν ἔχον καὶ Τηρείης ὄρος αἰπύ,"
2,830,τῶν ἦρχ’ Ἄδρηστός τε καὶ Ἄμφιος λινοθώρηξ
2,831,"υἷε δύω Μέροπος Περκωσίου, ὃς περὶ πάντων"
2,832,"ᾔδεε μαντοσύνας, οὐδὲ οὓς παῖδας ἔασκε"
2,833,στείχειν ἐς πόλεμον φθισήνορα· τὼ δέ οἱ οὔ τι
2,834,πειθέσθην· κῆρες γὰρ ἄγον μέλανος θανάτοιο.
2,835,Οἳ δ’ἄρα Περκώτην καὶ Πράκτιον ἀμφενέμοντο
2,836,"καὶ Σηστὸν καὶ Ἄβυδον ἔχον καὶ δῖαν Ἀρίσβην,"
2,837,"τῶν αὖθ’ Ὑρτακίδης ἦρχ’ Ἄσιος ὄρχαμος ἀνδρῶν,"
2,838,Ἄσιος Ὑρτακίδης ὃν Ἀρίσβηθεν φέρον ἵπποι
2,839,αἴθωνες μεγάλοι ποταμοῦ ἄπο Σελλήεντος.
2,840,Ἱππόθοος δ’ἄγε φῦλα Πελασγῶν ἐγχεσιμώρων
2,841,τῶν οἳ Λάρισαν ἐριβώλακα ναιετάασκον·
2,842,"τῶν ἦρχ’ Ἱππόθοός τε Πύλαιός τ’ὄζος Ἄρηος,"
2,843,υἷε δύω Λήθοιο Πελασγοῦ Τευταμίδαο.
2,844,Αὐτὰρ Θρήϊκας ἦγ’ Ἀκάμας καὶ Πείροος ἥρως
2,845,ὅσσους Ἑλλήσποντος ἀγάρροος ἐντὸς ἐέργει
2,846,Εὔφημος δ’ἀρχὸς Κικόνων ἦν αἰχμητάων
2,847,υἱὸς Τροιζήνοιο διοτρεφέος Κεάδαο.
2,848,Αὐτὰρ Πυραίχμης ἄγε Παίονας ἀγκυλοτόξους
2,849,"τηλόθεν ἐξ Ἀμυδῶνος ἀπ’ Ἀξιοῦ εὐρὺ ῥέοντος,"
2,850,Ἀξιοῦ οὗ κάλλιστον ὕδωρ ἐπικίδναται αἶαν.
2,851,Παφλαγόνων δ’ἡγεῖτο Πυλαιμένεος λάσιον κῆρ
2,852,"ἐξ Ἐνετῶν, ὅθεν ἡμιόνων γένος ἀγροτεράων,"
2,853,οἵ ῥα Κύτωρον ἔχον καὶ Σήσαμον ἀμφενέμοντο
2,854,ἀμφί τε Παρθένιον ποταμὸν κλυτὰ δώματ’ ἔναιον
2,855,Κρῶμνάν τ’Αἰγιαλόν τε καὶ ὑψηλοὺς Ἐρυθίνους.
2,856,Αὐτὰρ Ἁλιζώνων Ὀδίος καὶ Ἐπίστροφος ἦρχον
2,857,"τηλόθεν ἐξ Ἀλύβης, ὅθεν ἀργύρου ἐστὶ γενέθλη."
2,858,Μυσῶν δὲ Χρόμις ἦρχε καὶ Ἔννομος οἰωνιστής·
2,859,"ἀλλ’ οὐκ οἰωνοῖσιν ἐρύσατο κῆρα μέλαιναν,"
2,860,ἀλλ’ ἐδάμη ὑπὸ χερσὶ ποδώκεος Αἰακίδαο
2,861,"ἐν ποταμῷ, ὅθι περ Τρῶας κεράϊζε καὶ ἄλλους."
2,862,Φόρκυς αὖ Φρύγας ἦγε καὶ Ἀσκάνιος θεοειδὴς
2,863,τῆλ’ ἐξ Ἀσκανίης· μέμασαν δ’ὑσμῖνι μάχεσθαι.
2,864,Μῄοσιν αὖ Μέσθλης τε καὶ Ἄντιφος ἡγησάσθην
2,865,"υἷε Ταλαιμένεος τὼ Γυγαίη τέκε λίμνη,"
2,866,οἳ καὶ Μῄονας ἦγον ὑπὸ Τμώλῳ γεγαῶτας.
2,867,"Νάστης αὖ Καρῶν ἡγήσατο βαρβαροφώνων,"
2,868,οἳ Μίλητον ἔχον Φθιρῶν τ’ὄρος ἀκριτόφυλλον
2,869,Μαιάνδρου τε ῥοὰς Μυκάλης τ’αἰπεινὰ κάρηνα·
2,870,"τῶν μὲν ἄρ’ Ἀμφίμαχος καὶ Νάστης ἡγησάσθην,"
2,871,"Νάστης Ἀμφίμαχός τε Νομίονος ἀγλαὰ τέκνα,"
2,872,ὃς καὶ χρυσὸν ἔχων πόλεμον δ’ἴεν ἠΰτε κούρη
2,873,"νήπιος, οὐδέ τί οἱ τό γ’ἐπήρκεσε λυγρὸν ὄλεθρον,"
2,874,ἀλλ’ ἐδάμη ὑπὸ χερσὶ ποδώκεος Αἰακίδαο
2,875,"ἐν ποταμῷ, χρυσὸν δ’Ἀχιλεὺς ἐκόμισσε δαΐφρων."
2,876,Σαρπηδὼν δ’ἦρχεν Λυκίων καὶ Γλαῦκος ἀμύμων
2,877,"τηλόθεν ἐκ Λυκίης, Ξάνθου ἄπο δινήεντος."
3,1,"Αὐτὰρ ἐπεὶ κόσμηθεν ἅμ’ ἡγεμόνεσσιν ἕκαστοι,"
